"Period","Forecast","Model"
151,131.881458846708,"DMS"
152,132.806029108535,"DMS"
153,131.81165893138,"DMS"
154,133.535614941037,"DMS"
155,132.127921477727,"DMS"
156,132.487215733509,"DMS"
157,131.935138515364,"DMS"
158,133.205334074897,"DMS"
159,133.216390537132,"DMS"
160,132.442448016914,"DMS"
161,131.248384278397,"DMS"
162,133.027383705037,"DMS"
163,133.097642902163,"DMS"
164,133.662414039896,"DMS"
165,134.122557182259,"DMS"
1,129.116131219837,"DMA-K"
2,129.183020558895,"DMA-K"
3,128.896057593215,"DMA-K"
4,131.063332210609,"DMA-K"
5,129.78559660266,"DMA-K"
6,129.724694654441,"DMA-K"
7,130.565420640823,"DMA-K"
8,130.25083994075,"DMA-K"
9,129.723451888594,"DMA-K"
10,132.278383367049,"DMA-K"
11,129.775042529644,"DMA-K"
12,131.730922857236,"DMA-K"
13,131.269669066388,"DMA-K"
14,132.522605192987,"DMA-K"
15,130.752737043719,"DMA-K"
16,130.939929801797,"DMA-K"
17,130.409390949833,"DMA-K"
18,129.548779733064,"DMA-K"
19,130.574147073723,"DMA-K"
20,130.231742646603,"DMA-K"
21,130.168704559953,"DMA-K"
22,131.044837396972,"DMA-K"
23,130.090930947381,"DMA-K"
24,127.034979257288,"DMA-K"
25,130.166013494322,"DMA-K"
26,130.330244994747,"DMA-K"
27,130.217003709864,"DMA-K"
28,130.531692550615,"DMA-K"
29,129.729615788614,"DMA-K"
30,131.340405283279,"DMA-K"
31,130.133062995618,"DMA-K"
32,129.988998541023,"DMA-K"
33,131.526753373328,"DMA-K"
34,131.946517438877,"DMA-K"
35,130.478060218062,"DMA-K"
36,130.893625200525,"DMA-K"
37,130.413190374291,"DMA-K"
38,131.263932696671,"DMA-K"
39,132.851662646898,"DMA-K"
40,131.947337024654,"DMA-K"
41,131.632534642421,"DMA-K"
42,131.442329339474,"DMA-K"
43,130.594289385449,"DMA-K"
44,129.485262345018,"DMA-K"
45,132.10146496154,"DMA-K"
46,131.348853499861,"DMA-K"
47,130.644752342538,"DMA-K"
48,132.424818818056,"DMA-K"
49,132.096145557687,"DMA-K"
50,132.467987129641,"DMA-K"
51,132.06345241675,"DMA-K"
52,130.569609826959,"DMA-K"
53,131.090357362603,"DMA-K"
54,129.660156534493,"DMA-K"
55,131.355528361783,"DMA-K"
56,130.026251315102,"DMA-K"
57,131.70412355981,"DMA-K"
58,131.853940663848,"DMA-K"
59,131.119877135857,"DMA-K"
60,131.767309096566,"DMA-K"
61,130.249464831996,"DMA-K"
62,132.19133416924,"DMA-K"
63,133.684422389963,"DMA-K"
64,132.251259868938,"DMA-K"
65,133.240966618424,"DMA-K"
66,131.42727666085,"DMA-K"
67,131.388509439597,"DMA-K"
68,132.836817926984,"DMA-K"
69,132.353068105278,"DMA-K"
70,132.976218613047,"DMA-K"
71,131.986265171589,"DMA-K"
72,131.747520806479,"DMA-K"
73,132.216114590924,"DMA-K"
74,131.923186161019,"DMA-K"
75,132.587876152448,"DMA-K"
76,131.602318026781,"DMA-K"
77,131.027364821025,"DMA-K"
78,133.264028138384,"DMA-K"
79,131.093781917946,"DMA-K"
80,132.11914869174,"DMA-K"
81,129.990859196643,"DMA-K"
82,131.285759183186,"DMA-K"
83,134.315242216507,"DMA-K"
84,132.101991000586,"DMA-K"
85,132.813886712664,"DMA-K"
86,132.610356076984,"DMA-K"
87,130.832031565825,"DMA-K"
88,133.196376435624,"DMA-K"
89,131.286434166178,"DMA-K"
90,133.213337767243,"DMA-K"
91,131.463858703514,"DMA-K"
92,132.740173293389,"DMA-K"
93,133.357807283017,"DMA-K"
94,132.427271515067,"DMA-K"
95,132.83272886453,"DMA-K"
96,133.480368329067,"DMA-K"
97,133.975739050664,"DMA-K"
98,135.023294943433,"DMA-K"
99,136.314770528936,"DMA-K"
100,133.243350199704,"DMA-K"
101,134.598988825126,"DMA-K"
102,134.020719315918,"DMA-K"
103,133.381000279461,"DMA-K"
104,133.226087185437,"DMA-K"
105,132.159580654449,"DMA-K"
106,134.160462028074,"DMA-K"
107,134.108733771132,"DMA-K"
108,132.339547536901,"DMA-K"
109,131.603215924927,"DMA-K"
110,132.992604990677,"DMA-K"
111,134.013077973176,"DMA-K"
112,134.747887751766,"DMA-K"
113,132.227995294768,"DMA-K"
114,132.676010710858,"DMA-K"
115,134.607336201358,"DMA-K"
116,132.556315379368,"DMA-K"
117,131.984850018595,"DMA-K"
118,133.267819837119,"DMA-K"
119,135.189294318997,"DMA-K"
120,131.925783873584,"DMA-K"
121,132.242508521804,"DMA-K"
122,132.489585469651,"DMA-K"
123,132.598967360363,"DMA-K"
124,132.132625676698,"DMA-K"
125,133.296414941152,"DMA-K"
126,132.084172540562,"DMA-K"
127,132.660918864792,"DMA-K"
128,133.503222159866,"DMA-K"
129,132.834896006066,"DMA-K"
130,133.402098512509,"DMA-K"
131,131.558328291045,"DMA-K"
132,132.206464708919,"DMA-K"
133,132.908081000521,"DMA-K"
134,131.445045740325,"DMA-K"
135,132.92207044495,"DMA-K"
136,133.84275057049,"DMA-K"
137,132.590866372701,"DMA-K"
138,131.21272144433,"DMA-K"
139,132.911566255219,"DMA-K"
140,131.662807974889,"DMA-K"
141,132.8228314758,"DMA-K"
142,131.668045579835,"DMA-K"
143,130.810312900597,"DMA-K"
144,133.497594525682,"DMA-K"
145,132.685316561983,"DMA-K"
146,131.201741722122,"DMA-K"
147,130.754626727446,"DMA-K"
148,131.061570412817,"DMA-K"
149,132.088025714299,"DMA-K"
150,133.653240696512,"DMA-K"
151,132.969537955084,"DMA-K"
152,131.767950186542,"DMA-K"
153,133.772974347496,"DMA-K"
154,131.272641401994,"DMA-K"
155,134.343414601676,"DMA-K"
156,132.393467229922,"DMA-K"
157,134.180781503904,"DMA-K"
158,131.695748241279,"DMA-K"
159,132.848647591131,"DMA-K"
160,132.332495106811,"DMA-K"
161,133.36166942032,"DMA-K"
162,131.913086247995,"DMA-K"
163,131.48960525962,"DMA-K"
164,132.270853502887,"DMA-K"
165,134.943913133598,"DMA-K"
1,130.224121746584,"B-LASSO"
2,131.15569408188,"B-LASSO"
3,129.260494491268,"B-LASSO"
4,130.072152071808,"B-LASSO"
5,130.134678608551,"B-LASSO"
6,130.19162883031,"B-LASSO"
7,130.445148564006,"B-LASSO"
8,130.796831348485,"B-LASSO"
9,129.407895740351,"B-LASSO"
10,131.236279222706,"B-LASSO"
11,132.669794588801,"B-LASSO"
12,130.516983902834,"B-LASSO"
13,131.293503451535,"B-LASSO"
14,130.958808932246,"B-LASSO"
15,130.598657168071,"B-LASSO"
16,131.468389004534,"B-LASSO"
17,130.956766233975,"B-LASSO"
18,129.707265199968,"B-LASSO"
19,130.769097935921,"B-LASSO"
20,132.285232346101,"B-LASSO"
21,131.368617699751,"B-LASSO"
22,131.146457483794,"B-LASSO"
23,130.401488803259,"B-LASSO"
24,131.112254350019,"B-LASSO"
25,127.939539293371,"B-LASSO"
26,130.059573738668,"B-LASSO"
27,128.490469223087,"B-LASSO"
28,129.844134566718,"B-LASSO"
29,128.499611236001,"B-LASSO"
30,131.909042882223,"B-LASSO"
31,129.645548499153,"B-LASSO"
32,129.861359248039,"B-LASSO"
33,132.084382146203,"B-LASSO"
34,131.729631175323,"B-LASSO"
35,130.485886015014,"B-LASSO"
36,128.596464017794,"B-LASSO"
37,132.127763958443,"B-LASSO"
38,130.686047523974,"B-LASSO"
39,130.261074153602,"B-LASSO"
40,130.424000325073,"B-LASSO"
41,129.643512495054,"B-LASSO"
42,129.273039684655,"B-LASSO"
43,129.591193652886,"B-LASSO"
44,132.451006466941,"B-LASSO"
45,130.09807419805,"B-LASSO"
46,130.815330558525,"B-LASSO"
47,131.792861336411,"B-LASSO"
48,131.648326678881,"B-LASSO"
49,128.911720340863,"B-LASSO"
50,133.012095270996,"B-LASSO"
51,131.529553211571,"B-LASSO"
52,132.531377485492,"B-LASSO"
53,130.22056111683,"B-LASSO"
54,131.0327261075,"B-LASSO"
55,131.234015801415,"B-LASSO"
56,132.5867691673,"B-LASSO"
57,130.126586630684,"B-LASSO"
58,131.124572745253,"B-LASSO"
59,132.488362232448,"B-LASSO"
60,133.103601007295,"B-LASSO"
61,130.781167140162,"B-LASSO"
62,133.506689760995,"B-LASSO"
63,131.623041371623,"B-LASSO"
64,131.418446112367,"B-LASSO"
65,132.316520583219,"B-LASSO"
66,132.625542496185,"B-LASSO"
67,130.751361884456,"B-LASSO"
68,132.726824041317,"B-LASSO"
69,130.708912356055,"B-LASSO"
70,133.181463231583,"B-LASSO"
71,131.485027821081,"B-LASSO"
72,130.850860873481,"B-LASSO"
73,133.236834469304,"B-LASSO"
74,132.443965470711,"B-LASSO"
75,130.334860675841,"B-LASSO"
76,133.014541718782,"B-LASSO"
77,131.626638627671,"B-LASSO"
78,132.466557447456,"B-LASSO"
79,132.380213106108,"B-LASSO"
80,130.666852488639,"B-LASSO"
81,131.713878999874,"B-LASSO"
82,131.901324377592,"B-LASSO"
83,131.372888463048,"B-LASSO"
84,129.617317781776,"B-LASSO"
85,131.388244636508,"B-LASSO"
86,132.655544773522,"B-LASSO"
87,133.411064428513,"B-LASSO"
88,133.711199594545,"B-LASSO"
89,133.164649831317,"B-LASSO"
90,132.258432784256,"B-LASSO"
91,132.254571533547,"B-LASSO"
92,132.074819733304,"B-LASSO"
93,133.954061717408,"B-LASSO"
94,132.029191752559,"B-LASSO"
95,133.221670639688,"B-LASSO"
96,134.02129488186,"B-LASSO"
97,133.686423779215,"B-LASSO"
98,133.729515624116,"B-LASSO"
99,132.986237236895,"B-LASSO"
100,131.956912308113,"B-LASSO"
101,132.937442253981,"B-LASSO"
102,132.300550802124,"B-LASSO"
103,133.47836558604,"B-LASSO"
104,133.316754493208,"B-LASSO"
105,132.75235663952,"B-LASSO"
106,133.865351373996,"B-LASSO"
107,134.817239455522,"B-LASSO"
108,132.908112576403,"B-LASSO"
109,133.453703344294,"B-LASSO"
110,131.730995939472,"B-LASSO"
111,132.776011201359,"B-LASSO"
112,133.044376881165,"B-LASSO"
113,133.334620821189,"B-LASSO"
114,133.257704711862,"B-LASSO"
115,133.102846730118,"B-LASSO"
116,133.42906697602,"B-LASSO"
117,131.931298182962,"B-LASSO"
118,133.1481406569,"B-LASSO"
119,130.858460707352,"B-LASSO"
120,133.769978807553,"B-LASSO"
121,133.53645083373,"B-LASSO"
122,132.534049000556,"B-LASSO"
123,134.565408966787,"B-LASSO"
124,131.863594106214,"B-LASSO"
125,134.344876056849,"B-LASSO"
126,133.581630494484,"B-LASSO"
127,135.423150591818,"B-LASSO"
128,134.350100909693,"B-LASSO"
129,133.616743968794,"B-LASSO"
130,133.41159820439,"B-LASSO"
131,133.589755387894,"B-LASSO"
132,134.072910941245,"B-LASSO"
133,133.978871912381,"B-LASSO"
134,134.459957953493,"B-LASSO"
135,132.563051621442,"B-LASSO"
136,135.045315584087,"B-LASSO"
137,132.691345017789,"B-LASSO"
138,131.286165099088,"B-LASSO"
139,134.689720310419,"B-LASSO"
140,131.255883609751,"B-LASSO"
141,133.134158072627,"B-LASSO"
142,132.05076973973,"B-LASSO"
143,134.422098810102,"B-LASSO"
144,133.444083635501,"B-LASSO"
145,131.606337484459,"B-LASSO"
146,133.645272654302,"B-LASSO"
147,132.428198387195,"B-LASSO"
148,133.127233877071,"B-LASSO"
149,133.718854928266,"B-LASSO"
150,131.843273504712,"B-LASSO"
151,132.910858448866,"B-LASSO"
152,129.693048242067,"B-LASSO"
153,132.373715531631,"B-LASSO"
154,133.679529010646,"B-LASSO"
155,133.888626718787,"B-LASSO"
156,133.357404245101,"B-LASSO"
157,133.044625835443,"B-LASSO"
158,133.610835991386,"B-LASSO"
159,131.765539859469,"B-LASSO"
160,132.03356346364,"B-LASSO"
161,131.925756046925,"B-LASSO"
162,133.305692231747,"B-LASSO"
163,132.789734351916,"B-LASSO"
164,133.693254070263,"B-LASSO"
165,133.647106867502,"B-LASSO"
1,131.445587348127,"B-RIDGE"
2,132.185974699204,"B-RIDGE"
3,128.473333212364,"B-RIDGE"
4,130.770969225236,"B-RIDGE"
5,129.454657054297,"B-RIDGE"
6,132.356449173498,"B-RIDGE"
7,131.52073995078,"B-RIDGE"
8,131.990911175853,"B-RIDGE"
9,128.751603409347,"B-RIDGE"
10,130.418929542197,"B-RIDGE"
11,132.612248761558,"B-RIDGE"
12,129.464457624525,"B-RIDGE"
13,129.375891831087,"B-RIDGE"
14,130.519821015406,"B-RIDGE"
15,129.7741103826,"B-RIDGE"
16,132.014098116151,"B-RIDGE"
17,130.476808114275,"B-RIDGE"
18,130.479340856529,"B-RIDGE"
19,129.122265059155,"B-RIDGE"
20,131.285005107027,"B-RIDGE"
21,131.561217747111,"B-RIDGE"
22,129.003212041476,"B-RIDGE"
23,132.422560842705,"B-RIDGE"
24,129.24144838022,"B-RIDGE"
25,130.967504044948,"B-RIDGE"
26,130.367759498389,"B-RIDGE"
27,129.150929129624,"B-RIDGE"
28,129.612835310012,"B-RIDGE"
29,131.413660675041,"B-RIDGE"
30,130.302369842329,"B-RIDGE"
31,130.260814247572,"B-RIDGE"
32,131.654943889251,"B-RIDGE"
33,131.096922536914,"B-RIDGE"
34,130.446645591147,"B-RIDGE"
35,131.144697658892,"B-RIDGE"
36,129.288746020871,"B-RIDGE"
37,131.462521994771,"B-RIDGE"
38,133.981942550292,"B-RIDGE"
39,130.817554612268,"B-RIDGE"
40,130.34540329767,"B-RIDGE"
41,132.774210616426,"B-RIDGE"
42,132.060530089089,"B-RIDGE"
43,132.649631951956,"B-RIDGE"
44,131.92136415425,"B-RIDGE"
45,131.885006444956,"B-RIDGE"
46,132.09948094524,"B-RIDGE"
47,130.050876517293,"B-RIDGE"
48,131.463398802008,"B-RIDGE"
49,131.822937437589,"B-RIDGE"
50,133.684608605295,"B-RIDGE"
51,132.430296112749,"B-RIDGE"
52,133.459429983404,"B-RIDGE"
53,131.421600110517,"B-RIDGE"
54,130.47693011406,"B-RIDGE"
55,130.498334600183,"B-RIDGE"
56,130.128516606723,"B-RIDGE"
57,129.256782413016,"B-RIDGE"
58,131.20928630508,"B-RIDGE"
59,131.113059933062,"B-RIDGE"
60,133.632884684773,"B-RIDGE"
61,129.753448977985,"B-RIDGE"
62,132.018797331361,"B-RIDGE"
63,131.225813382172,"B-RIDGE"
64,132.503822853618,"B-RIDGE"
65,132.513434209618,"B-RIDGE"
66,130.482405879706,"B-RIDGE"
67,131.440429398296,"B-RIDGE"
68,131.408588200518,"B-RIDGE"
69,130.479837969363,"B-RIDGE"
70,132.328272825377,"B-RIDGE"
71,131.647460113,"B-RIDGE"
72,130.950539878572,"B-RIDGE"
73,130.643159620074,"B-RIDGE"
74,131.955261057988,"B-RIDGE"
75,131.898913052781,"B-RIDGE"
76,131.132884039685,"B-RIDGE"
77,134.027447553242,"B-RIDGE"
78,130.275163723827,"B-RIDGE"
79,131.585527716046,"B-RIDGE"
80,130.885343224465,"B-RIDGE"
81,132.964508970545,"B-RIDGE"
82,133.379953417797,"B-RIDGE"
83,128.694296430417,"B-RIDGE"
84,131.256227731073,"B-RIDGE"
85,129.522990889478,"B-RIDGE"
86,134.454911096178,"B-RIDGE"
87,132.432784607975,"B-RIDGE"
88,132.907508863587,"B-RIDGE"
89,132.329793379667,"B-RIDGE"
90,130.476482533273,"B-RIDGE"
91,130.609439804534,"B-RIDGE"
92,133.917579355135,"B-RIDGE"
93,133.298187862967,"B-RIDGE"
94,131.804541880038,"B-RIDGE"
95,131.120156996047,"B-RIDGE"
96,133.807540910216,"B-RIDGE"
97,132.077986154819,"B-RIDGE"
98,133.116846885877,"B-RIDGE"
99,134.5148683425,"B-RIDGE"
100,132.207396037834,"B-RIDGE"
101,131.548063103001,"B-RIDGE"
102,135.840525359257,"B-RIDGE"
103,132.631468669667,"B-RIDGE"
104,135.608970907354,"B-RIDGE"
105,132.550125085152,"B-RIDGE"
106,133.724738960116,"B-RIDGE"
107,133.751831303221,"B-RIDGE"
108,131.311179799705,"B-RIDGE"
109,131.846186846643,"B-RIDGE"
110,135.388641937862,"B-RIDGE"
111,132.865235678157,"B-RIDGE"
112,134.385922736831,"B-RIDGE"
113,130.653159589805,"B-RIDGE"
114,134.009205914794,"B-RIDGE"
115,132.500291211879,"B-RIDGE"
116,132.730485949621,"B-RIDGE"
117,132.296729020813,"B-RIDGE"
118,132.824571020118,"B-RIDGE"
119,133.06085189269,"B-RIDGE"
120,130.424720201825,"B-RIDGE"
121,131.673489898108,"B-RIDGE"
122,133.180829116715,"B-RIDGE"
123,132.381377574384,"B-RIDGE"
124,132.657025693064,"B-RIDGE"
125,132.429467430187,"B-RIDGE"
126,134.323980528439,"B-RIDGE"
127,132.79814548815,"B-RIDGE"
128,132.724130704781,"B-RIDGE"
129,133.600132183696,"B-RIDGE"
130,135.697390027392,"B-RIDGE"
131,133.657019767376,"B-RIDGE"
132,134.544204572226,"B-RIDGE"
133,131.989446631386,"B-RIDGE"
134,133.115380838761,"B-RIDGE"
135,132.090340464637,"B-RIDGE"
136,134.084329725803,"B-RIDGE"
137,132.909581036443,"B-RIDGE"
138,133.687700721086,"B-RIDGE"
139,136.645790861441,"B-RIDGE"
140,132.107604615473,"B-RIDGE"
141,133.807416484272,"B-RIDGE"
142,131.731248744995,"B-RIDGE"
143,131.902988068758,"B-RIDGE"
144,134.084812218782,"B-RIDGE"
145,132.317388531962,"B-RIDGE"
146,132.824841134948,"B-RIDGE"
147,131.235451931549,"B-RIDGE"
148,132.120761171048,"B-RIDGE"
149,131.340805799466,"B-RIDGE"
150,133.223314773795,"B-RIDGE"
151,131.400141537465,"B-RIDGE"
152,132.310283323056,"B-RIDGE"
153,132.234430717032,"B-RIDGE"
154,132.865687982624,"B-RIDGE"
155,132.142180306898,"B-RIDGE"
156,130.960276019106,"B-RIDGE"
157,133.112526571764,"B-RIDGE"
158,133.704315516685,"B-RIDGE"
159,135.050725280125,"B-RIDGE"
160,130.954244032143,"B-RIDGE"
161,134.873397493245,"B-RIDGE"
162,131.552102388324,"B-RIDGE"
163,132.471550506625,"B-RIDGE"
164,131.646169280375,"B-RIDGE"
165,135.165151264348,"B-RIDGE"
1,130.131428189891,"BMA"
2,129.861603500649,"BMA"
3,130.786784197468,"BMA"
4,134.204367778396,"BMA"
5,129.326114060289,"BMA"
6,131.149403766689,"BMA"
7,130.747486782414,"BMA"
8,130.681190661127,"BMA"
9,131.919835717102,"BMA"
10,130.595934507847,"BMA"
11,130.405245611119,"BMA"
12,131.031395641729,"BMA"
13,129.670393348493,"BMA"
14,133.331262033032,"BMA"
15,133.246517548909,"BMA"
16,129.815766491529,"BMA"
17,128.381988362733,"BMA"
18,133.482961588058,"BMA"
19,131.565073139477,"BMA"
20,128.855674212615,"BMA"
21,129.549487587072,"BMA"
22,129.230649356902,"BMA"
23,130.722104061548,"BMA"
24,130.063289338667,"BMA"
25,132.299724377414,"BMA"
26,132.748306875241,"BMA"
27,131.561089286484,"BMA"
28,130.300967163061,"BMA"
29,131.744697622989,"BMA"
30,129.341375634,"BMA"
31,129.562424829679,"BMA"
32,130.481931547446,"BMA"
33,130.342300425913,"BMA"
34,129.668283239454,"BMA"
35,131.416667290056,"BMA"
36,130.145343322619,"BMA"
37,132.711285512777,"BMA"
38,130.642245718499,"BMA"
39,130.602868504732,"BMA"
40,130.981635421959,"BMA"
41,132.8935844531,"BMA"
42,131.83121110555,"BMA"
43,131.31579512464,"BMA"
44,132.58635048699,"BMA"
45,129.834463604011,"BMA"
46,132.809392949586,"BMA"
47,131.175791085705,"BMA"
48,129.092631784754,"BMA"
49,130.427110950278,"BMA"
50,130.746116195152,"BMA"
51,133.443517348526,"BMA"
52,128.535327662784,"BMA"
53,130.859633108806,"BMA"
54,130.219757790437,"BMA"
55,131.934165928864,"BMA"
56,131.829671545641,"BMA"
57,133.069722788061,"BMA"
58,133.087055515387,"BMA"
59,132.735902461779,"BMA"
60,134.304458224427,"BMA"
61,130.35314009096,"BMA"
62,131.12260573135,"BMA"
63,133.132608259664,"BMA"
64,130.833096194663,"BMA"
65,129.759680203861,"BMA"
66,132.06414974372,"BMA"
67,132.80159607403,"BMA"
68,130.96599573748,"BMA"
69,128.078498271071,"BMA"
70,130.639444641106,"BMA"
71,130.363861357818,"BMA"
72,130.90305604304,"BMA"
73,131.418729297776,"BMA"
74,133.271822556952,"BMA"
75,129.804202975012,"BMA"
76,131.114853136351,"BMA"
77,130.913206816461,"BMA"
78,133.78514289802,"BMA"
79,129.74341954885,"BMA"
80,129.666784645598,"BMA"
81,133.307047798319,"BMA"
82,131.977267411824,"BMA"
83,131.078372667928,"BMA"
84,131.000603742855,"BMA"
85,128.378591879851,"BMA"
86,132.446933737208,"BMA"
87,132.052948614791,"BMA"
88,133.882500206417,"BMA"
89,131.641592310491,"BMA"
90,133.913116685572,"BMA"
91,133.022911052749,"BMA"
92,133.809202519738,"BMA"
93,130.313178451367,"BMA"
94,134.141754171617,"BMA"
95,134.073637047992,"BMA"
96,134.746387883373,"BMA"
97,133.177448989059,"BMA"
98,131.986635416384,"BMA"
99,133.291287204983,"BMA"
100,134.412729298738,"BMA"
101,134.503723519581,"BMA"
102,135.189581262844,"BMA"
103,133.218146957944,"BMA"
104,135.488962329499,"BMA"
105,132.052403580795,"BMA"
106,129.418216268544,"BMA"
107,133.3920313516,"BMA"
108,132.791833032194,"BMA"
109,130.978821618702,"BMA"
110,133.155357514826,"BMA"
111,131.165479095123,"BMA"
112,131.837605907858,"BMA"
113,134.743497518772,"BMA"
114,128.514820696214,"BMA"
115,133.341876949666,"BMA"
116,132.319678732855,"BMA"
117,132.124108354495,"BMA"
118,133.10188113184,"BMA"
119,132.135786253445,"BMA"
120,131.930438645076,"BMA"
121,130.773273355013,"BMA"
122,134.832386462288,"BMA"
123,133.807421003047,"BMA"
124,130.745461696966,"BMA"
125,132.378985296999,"BMA"
126,133.66340763984,"BMA"
127,132.006830071506,"BMA"
128,132.89007863599,"BMA"
129,132.866899280451,"BMA"
130,134.995078930013,"BMA"
131,131.849983771556,"BMA"
132,134.110461977679,"BMA"
133,132.232093180841,"BMA"
134,132.632429952599,"BMA"
135,132.661813180876,"BMA"
136,133.358249904454,"BMA"
137,132.871912839718,"BMA"
138,132.179126965175,"BMA"
139,133.141689740197,"BMA"
140,133.317287912998,"BMA"
141,133.673436999502,"BMA"
142,131.190573257116,"BMA"
143,132.543793674224,"BMA"
144,135.168046537343,"BMA"
145,131.630079707172,"BMA"
146,132.438751161902,"BMA"
147,133.560702897126,"BMA"
148,130.581984761624,"BMA"
149,130.777970091766,"BMA"
150,134.090097911899,"BMA"
151,133.469620785529,"BMA"
152,131.178507742833,"BMA"
153,134.863997565395,"BMA"
154,134.075063087718,"BMA"
155,135.115348208246,"BMA"
156,130.950485763823,"BMA"
157,134.206792240029,"BMA"
158,132.849958127655,"BMA"
159,130.201414568172,"BMA"
160,131.659339708951,"BMA"
161,134.055034501105,"BMA"
162,133.957458135108,"BMA"
163,130.650019867909,"BMA"
164,133.238308171232,"BMA"
165,130.568351842622,"BMA"
1,131.263875846476,"BMS"
2,130.660047426862,"BMS"
3,132.795819289738,"BMS"
4,129.812785607055,"BMS"
5,130.994809563774,"BMS"
6,129.489089290686,"BMS"
7,129.137704921927,"BMS"
8,131.912866433515,"BMS"
9,131.743762481155,"BMS"
10,130.807969394047,"BMS"
11,131.200544527099,"BMS"
12,131.064935570089,"BMS"
13,131.283358917205,"BMS"
14,130.990253630358,"BMS"
15,128.663750683791,"BMS"
16,127.929086720798,"BMS"
17,129.04835123227,"BMS"
18,132.620410167102,"BMS"
19,129.196115748263,"BMS"
20,131.725041053159,"BMS"
21,131.88203049017,"BMS"
22,130.947822795822,"BMS"
23,131.023805405946,"BMS"
24,131.424508899499,"BMS"
25,132.749480686072,"BMS"
26,130.139077690417,"BMS"
27,129.824442752031,"BMS"
28,129.395997373414,"BMS"
29,131.587194697891,"BMS"
30,130.542051686975,"BMS"
31,132.103972843828,"BMS"
32,128.420942015367,"BMS"
33,129.918339307371,"BMS"
34,130.377477444402,"BMS"
35,131.654988699118,"BMS"
36,132.001297511464,"BMS"
37,130.800308263752,"BMS"
38,131.474178464922,"BMS"
39,129.372161911789,"BMS"
40,134.120300341444,"BMS"
41,130.598963054239,"BMS"
42,130.828436099804,"BMS"
43,130.276154950533,"BMS"
44,129.661582074765,"BMS"
45,132.655819250683,"BMS"
46,128.479391850089,"BMS"
47,130.685263840236,"BMS"
48,131.300798416447,"BMS"
49,129.04704404394,"BMS"
50,132.860789521484,"BMS"
51,130.592754653254,"BMS"
52,132.321165559936,"BMS"
53,128.618858131688,"BMS"
54,131.152727473738,"BMS"
55,131.658339390689,"BMS"
56,129.778170943638,"BMS"
57,132.971105721876,"BMS"
58,132.108377857196,"BMS"
59,131.596240085435,"BMS"
60,132.058011262414,"BMS"
61,131.786635862718,"BMS"
62,132.817582381772,"BMS"
63,132.055379407984,"BMS"
64,133.957302581367,"BMS"
65,130.883788074523,"BMS"
66,132.885621963331,"BMS"
67,131.872853140808,"BMS"
68,134.932009214748,"BMS"
69,131.889097287502,"BMS"
70,132.367695433055,"BMS"
71,131.592623081539,"BMS"
72,128.664834147696,"BMS"
73,129.005213642841,"BMS"
74,131.675576775563,"BMS"
75,131.934719492127,"BMS"
76,130.934870864501,"BMS"
77,132.87107270684,"BMS"
78,133.827181530441,"BMS"
79,134.401342455964,"BMS"
80,128.561478265903,"BMS"
81,133.066440748473,"BMS"
82,133.349431080859,"BMS"
83,132.933214168301,"BMS"
84,133.7023039082,"BMS"
85,131.776349729634,"BMS"
86,131.635283835472,"BMS"
87,133.780730539152,"BMS"
88,131.322090269584,"BMS"
89,133.647365543847,"BMS"
90,131.297918480645,"BMS"
91,131.788705849224,"BMS"
92,131.722609618511,"BMS"
93,134.151723638086,"BMS"
94,132.66352391637,"BMS"
95,133.784666810525,"BMS"
96,136.471481055368,"BMS"
97,131.764353372376,"BMS"
98,135.496191289399,"BMS"
99,134.425691236454,"BMS"
100,133.37921201669,"BMS"
101,131.497696159572,"BMS"
102,137.596257831202,"BMS"
103,130.823194346495,"BMS"
104,132.131887714039,"BMS"
105,134.845061602997,"BMS"
106,130.838624172529,"BMS"
107,133.731994264237,"BMS"
108,130.491642408612,"BMS"
109,133.484193890132,"BMS"
110,136.227384891618,"BMS"
111,133.193483688001,"BMS"
112,133.729020750166,"BMS"
113,133.874325475007,"BMS"
114,131.602345497797,"BMS"
115,131.453476104914,"BMS"
116,132.162349210448,"BMS"
117,133.530161697962,"BMS"
118,131.310694264054,"BMS"
119,132.697944508086,"BMS"
120,133.877333995927,"BMS"
121,131.893487848571,"BMS"
122,132.508254340816,"BMS"
123,132.801997857404,"BMS"
124,130.104811269424,"BMS"
125,132.569352965847,"BMS"
126,130.932876741246,"BMS"
127,132.414308138389,"BMS"
128,133.586491365826,"BMS"
129,133.643439502054,"BMS"
130,131.37813676458,"BMS"
131,131.1431936225,"BMS"
132,135.702509397671,"BMS"
133,130.185194074055,"BMS"
134,131.354706644115,"BMS"
135,132.244258836213,"BMS"
136,132.812142523172,"BMS"
137,131.778477004782,"BMS"
138,130.823099761828,"BMS"
139,133.018613914189,"BMS"
140,131.036415198098,"BMS"
141,132.341277339222,"BMS"
142,133.702662993741,"BMS"
143,134.398300276022,"BMS"
144,134.297458273549,"BMS"
145,133.790631986483,"BMS"
146,131.95278014676,"BMS"
147,129.532707937196,"BMS"
148,129.947077107131,"BMS"
149,133.652813572367,"BMS"
150,129.022221254217,"BMS"
151,133.702501975593,"BMS"
152,132.755453313052,"BMS"
153,135.666392840023,"BMS"
154,132.64794655311,"BMS"
155,129.450577405459,"BMS"
156,133.880489895433,"BMS"
157,134.389974772465,"BMS"
158,132.097181006591,"BMS"
